"","ngram","1810","1820","1830","1840","1850","1860","1870","1880","1890","1900","1910"
"925","handeiscijfers",0,0,0,0,0,0,0,0,0,0,2
"926","handel",16,19,34,85,103,46,45,30,161,433,203
"927","handelaar",0,0,0,0,0,2,0,0,0,0,0
"928","handelaars",0,0,0,0,0,2,0,4,4,2,11
"929","handelaren",0,0,0,0,2,0,17,0,5,9,16
"930","handelsbedienden",0,0,0,0,0,0,0,0,0,0,2
"931","handelsberichten",0,0,0,0,0,0,341,0,0,0,0
"932","handelsbetrekkingen",0,0,2,0,0,0,0,0,0,0,0
"933","handelsbeweging",0,0,0,0,0,0,0,0,0,4,12
"934","handelschijfers",0,0,0,0,0,0,0,0,0,0,2
"935","handelscijfers",0,0,0,0,0,0,0,0,0,0,209
"936","handelshoogescholen",0,0,0,0,0,0,0,0,0,0,2
"937","handelshuizen",0,0,0,0,0,6,13,4,8,0,7
"938","handelskantoren",0,0,0,0,0,0,0,0,1,0,0
"939","handelskringen",0,0,0,0,0,0,0,0,0,2,0
"940","handelsplaatsen",0,0,0,0,2,0,0,0,0,0,0
"941","handelspolitiek",0,0,0,0,0,0,0,2,2,0,0
"942","handelsreizigers",0,0,0,0,0,0,0,0,21,0,2
"943","handelsrelatie",0,0,0,0,0,0,0,0,1,0,0
"944","handelsrelatiën",0,0,0,0,0,0,0,0,2,0,0
"945","handelsvaartuigen",0,0,0,0,0,2,2,0,0,0,2
"946","handelsverdragen",0,0,0,0,0,2,0,0,0,0,0
"947","handelsverkeer",0,0,0,0,2,11,0,0,1,0,0
"948","handelsvrienden",0,0,0,0,0,0,0,0,0,3,0
"949","handen",0,0,0,0,0,0,0,0,1,2,0
"950","handslscijfers",0,0,0,0,0,0,0,0,0,0,3
"951","hanens",0,0,0,0,0,0,0,0,0,0,35
"952","harde",7,0,0,0,0,0,0,0,0,0,0
"953","hardrijders",0,0,0,0,0,0,0,2,2,0,0
"954","haring",0,0,0,0,0,0,0,0,0,9,0
"955","havana",0,0,0,0,0,0,0,20,7,0,0
"956","haven",0,0,0,4,20,11,0,2,17,22,15
"957","havena",0,0,0,0,0,0,0,0,0,0,4
"958","havend",0,0,0,0,0,0,0,0,2,0,0
"959","havene",0,0,0,0,0,0,0,0,7,0,0
"960","havens",2,3,4,20,1180,19,112,946,4095,5574,6939
"961","havenst",0,0,0,0,0,0,0,0,2,0,0
"962","havent",0,0,0,0,0,0,0,0,4,3,0
"963","haver",0,0,0,2,5,0,2,0,17,4,4
"964","haves",0,0,0,0,0,0,0,0,2,6,0
"965","havexs",0,0,0,0,0,0,0,0,12,0,0
"966","havnes",0,0,0,0,0,0,0,0,0,2,0
"967","havonn",0,0,0,0,0,0,0,0,2,0,0
"968","havsns",0,0,0,0,0,0,0,0,0,0,2
"969","hayens",0,0,0,0,0,0,0,0,2,0,0
"970","hayexs",0,0,0,0,0,0,0,0,11,0,0
"971","hebben",0,0,0,7,0,6,0,2,0,0,0
"972","heeft",0,0,2,0,0,0,0,0,1,0,0
"973","heeren",0,0,0,0,0,2,0,0,2,2,2
"974","heerschappij",0,0,0,0,0,2,0,0,0,0,0
"975","heerscht",0,0,0,0,0,0,0,0,1,0,0
"976","heerschte",0,0,0,0,0,0,2,0,0,0,0
"977","heizen",0,0,0,0,0,0,0,0,1,0,0
"978","hellenisten",0,0,0,0,0,0,0,2,0,0,0
"979","hengst",0,0,0,0,0,0,0,3,0,0,0
"980","hengsten",0,0,0,0,0,0,0,0,24,6,0
"981","herdrukken",0,0,0,0,3,0,0,0,0,0,0
"982","herkomst",0,0,0,0,13,0,0,0,0,2,0
"983","het",0,0,0,0,0,0,0,0,2,0,2
"984","heurzen",0,0,0,0,0,0,0,0,0,0,7
"985","hevens",0,0,0,0,0,0,0,0,0,3,0
"986","hield",0,0,0,0,0,0,0,13,2,0,0
"987","hielden",0,0,0,0,0,0,0,0,1,0,0
"988","hier",0,0,0,0,0,0,0,2,0,0,0
"989","hn",0,0,0,0,0,0,0,0,1,0,0
"990","hnlp",0,2,0,0,0,0,0,0,0,0,0
"991","honig",0,0,0,0,0,0,0,128,23,6,0
"992","honing",0,0,0,0,0,0,0,0,0,65,0
"993","hoofden",0,0,0,0,0,0,2,0,0,0,0
"994","hoofdmarkten",0,0,0,2,0,0,0,0,7,0,0
"995","hoofdofficieren",0,0,0,0,2,0,2,0,0,0,0
"996","hoofdplaatsen",0,0,0,0,0,0,0,0,0,0,2
"997","hoofdsteden",0,0,0,0,0,0,0,7,0,0,0
"998","hooge",0,0,0,0,0,0,0,0,2,0,0
"999","hooger",0,0,0,0,0,0,2,4,16,0,0
"1000","hoogere",0,0,0,0,0,0,0,0,1,0,0
"1001","hoogescholen",0,0,2,0,0,2,33,8,2,4,10
"1002","hoogeschool",0,0,0,0,3,4,0,0,0,16,39
"1003","hoogeseholen",0,0,0,0,0,0,4,0,0,0,0
"1004","hoogleeraren",0,0,0,0,0,0,21,0,2,2,3
"1005","hoorn",0,0,0,0,0,0,0,0,1,0,0
"1006","hoorns",0,0,2,0,0,0,0,0,0,0,0
"1007","horloges",0,0,0,0,0,0,0,0,2,0,0
"1008","hotels",0,0,0,0,0,0,0,0,0,2,2
"1009","houders",0,0,2,2,4,33,10,30,47,14,5
"1010","hout",0,0,0,2,0,0,0,0,0,0,0
"1011","houthandel",0,0,0,0,0,0,0,0,0,6,2
"1012","houtwaren",0,0,0,0,0,0,0,0,0,4,0
"1013","hoven",0,8,2,8,28,54,24,8,25,24,16
"1014","huiden",0,0,0,0,0,0,0,2,7,0,0
"1015","huizen",0,0,0,0,9,16,155,140,274,245,119
"1016","hulp",0,8,2,6,8,23,0,0,1,4,4
"1017","hunne",0,0,0,0,0,0,2,0,0,0,0
"1018","huurlingen",0,0,0,0,0,6,0,0,0,0,0
"1019","huwelijken",0,0,0,2,0,0,0,0,0,0,0
"1020","hvaens",0,0,0,0,0,0,0,0,0,0,16
"1021","hypotheekbank",0,0,0,0,0,0,0,0,0,0,2
"1022","hypotheekbanken",0,0,0,0,0,0,0,0,2,0,5
"1023","i",0,0,0,0,35,6,2,10,6,7,0
"1024","i»",0,0,0,0,4,0,0,0,0,0,0
"1025","i8",0,0,0,0,0,0,0,2,0,0,0
"1026","iaeekj",0,0,0,0,0,0,0,0,1,0,0
"1027","iaken",0,0,0,0,0,0,0,0,0,0,2
"1028","iets",0,0,3,6,0,0,8,2,0,0,0
"1029","ig",0,0,0,0,0,0,0,0,2,0,0
"1030","ii",0,0,0,0,11,0,0,0,0,0,0
"1031","ij",0,0,0,0,94,0,0,0,1,0,0
"1032","ijzer",0,3,0,0,0,0,0,0,0,0,0
"1033","ik",0,0,0,0,0,0,0,0,0,2,0
"1034","il",0,0,0,0,4,0,0,0,0,0,0
"1035","ilipo",0,0,0,0,0,0,0,0,1,0,0
"1036","illustratiekunst",0,0,0,0,0,0,0,0,1,0,0
"1037","illustraties",0,0,0,0,0,0,0,0,0,10,0
"1038","importeur",0,0,0,0,0,0,0,0,0,0,10
"1039","importeurs",0,0,0,0,0,0,0,0,1,4,15
"1040","in",0,0,0,6,4,5,21,69,69,7,37
"1041","indringers",0,0,0,0,0,0,0,0,1,2,0
"1042","industricelen",0,0,0,0,0,0,2,0,0,0,0
"1043","industrie",0,0,0,0,3,7,11,13,17,40,9
"1044","industrieel©",0,0,0,0,0,0,0,0,0,2,0
"1045","industrieele",0,0,0,0,0,0,0,0,0,2,0
"1046","industrieelen",0,0,0,0,0,0,0,5,2,2,0
"1047","industriëelen",0,0,0,0,0,0,0,2,0,0,0
"1048","industrieën",0,0,0,0,0,0,0,0,0,0,2
"1049","industriëlen",0,0,0,0,0,2,2,3,0,0,0
"1050","industrieproducten",0,0,0,0,0,0,0,0,0,0,2
"1051","ingenieurs",0,0,0,0,0,62,4,0,0,4,15
"1052","ingezetenen",0,0,2,0,0,0,0,0,2,0,0
"1053","inkomende",0,0,0,0,0,0,0,0,0,0,2
"1054","inkoopen",0,0,0,0,0,2,0,7,0,0,0
"1055","inmenging",0,0,0,0,0,16,3,6,9,9,22
"1056","inrichting",0,0,0,0,0,0,0,7,6,61,0
"1057","inrichtingen",0,0,0,0,0,0,3,2,7,14,0
"1058","inrigting",0,0,0,0,0,0,0,2,0,0,0
"1059","inrigtingen",0,0,0,0,5,2,2,0,0,0,0
"1060","inschrijvers",0,0,0,0,0,0,2,8,8,2,0
"1061","inschrijvingen",0,0,0,0,0,2,0,0,1,0,0
"1062","instelling",0,0,0,0,0,0,0,0,0,2,2
"1063","instellingen",0,0,0,0,0,2,0,26,0,39,0
"1064","instituten",0,0,0,0,0,0,0,2,0,0,4
"1065","instructeurs",0,0,0,0,0,0,0,0,1,0,2
"1066","instrumenten",0,0,0,0,0,0,0,2,0,0,0
"1067","interventie",0,0,0,0,0,17,0,2,1,0,6
"1068","intrigues",0,0,0,0,0,0,0,0,0,2,0
"1069","invasie",0,0,0,0,0,2,0,0,0,0,0
"1070","invloed",0,0,0,2,0,4,2,2,0,0,2
"1071","invloeden",0,0,0,0,0,24,0,2,3,12,8
"1072","invoer",0,0,0,2,0,0,0,0,0,2,0
"1073","invoerartikelen",0,0,0,0,0,0,2,0,0,0,0
"1074","inzenders",0,0,0,0,3,7,10,14,5,0,2
"1075","inzendingen",0,0,0,0,0,0,0,12,4,16,2
"1076","inzonderheid",0,0,0,0,0,7,0,0,0,0,0
"1077","iondsen",0,2,0,0,0,0,0,0,0,0,0
"1078","ir",0,0,0,0,0,0,0,0,0,0,9
"1079","is",0,0,0,4,0,13,19,114,12,4,0
"1080","israëlieten",0,0,0,0,0,0,0,0,7,10,5
"1081","israëliten",0,0,0,0,0,4,0,0,0,0,0
"1082","iste",0,8,0,0,0,0,0,0,0,0,0
"1083","it",0,0,0,0,4,0,0,0,0,0,0
"1084","iv",0,0,0,0,0,0,0,0,0,2,2
"1085","ïvarie",0,0,0,0,0,0,0,0,1,0,0
"1086","izaken",0,0,0,0,0,0,0,0,0,2,0
"1087","j",0,0,0,0,7,5,12,4,2,4,0
"1088","jagers",0,0,0,0,0,0,0,0,2,0,0
"1089","jams",0,0,0,0,0,0,0,0,0,2,0
"1090","japansche",0,0,0,0,0,0,0,0,0,3,0
"1091","je",0,0,0,0,0,0,0,0,1,0,0
"1092","jejja",0,0,0,0,0,0,0,0,1,0,0
"1093","jesuïeten",0,0,0,0,0,0,0,2,0,0,0
"1094","jezuïeten",0,0,0,0,0,0,0,2,0,0,0
"1095","jezuiten",0,0,0,0,2,2,2,2,0,0,0
"1096","jezuïten",0,0,0,0,0,0,0,2,0,0,0
"1097","jhuld",0,0,0,0,0,0,0,0,1,0,0
"1098","jijriteiten",0,0,0,0,0,0,0,0,1,0,0
"1099","joden",0,0,0,0,0,0,0,0,13,0,16
"1100","jondsen",0,0,0,0,2,0,0,0,0,0,0
"1101","journalen",0,0,2,2,3,0,0,0,0,0,0
"1102","journalisten",0,0,0,0,0,0,2,13,376,117,109
"1103","journalistiek",0,0,0,0,2,0,0,0,0,0,0
"1104","juristen",0,0,0,0,0,2,0,0,0,0,2
"1105","juryleden",0,0,0,0,0,0,0,0,2,0,8
"1106","juweliers",0,0,0,0,0,0,0,2,0,0,0
"1107","k",0,0,0,0,0,0,0,0,1,0,0
"1108","kaart",0,0,0,0,0,0,0,0,1,0,0
"1109","kaas",0,0,0,0,0,0,0,0,0,0,6
"1110","kaassoorten",0,0,0,0,0,0,0,0,2,0,0
"1111","kaatsers",0,0,0,0,0,0,0,0,2,0,0
"1112","kabinetten",0,2,0,2,2,2,2,3,0,0,10
"1113","kaken",0,2,0,0,0,0,0,0,0,0,2
"1114","kalk",0,0,0,5,0,0,0,0,0,0,0
"1115","kallen",0,0,0,0,0,0,0,0,1,0,0
"1116","kalm",0,0,0,0,0,0,13,0,20,2,4
"1117","kamer",0,0,0,0,0,0,0,0,0,0,2
"1118","kamers",0,0,0,0,0,0,0,0,0,5,5
"1119","kamervogels",0,0,0,0,0,0,0,0,1,2,0
"1120","kan",0,0,0,0,0,0,0,0,3,0,2
"1121","kandidaten",0,0,0,0,2,0,0,0,0,0,0
"1122","kandij",0,0,0,0,0,0,0,26,24,0,0
"1123","kanonneer",0,0,0,0,0,0,0,0,0,2,0
"1124","kanonneerbooten",0,0,0,0,0,0,0,0,0,0,2
"1125","kanonnenfabriek",0,0,0,0,0,0,0,0,1,0,0
"1126","kanselarijen",0,0,2,0,0,0,0,0,0,0,0
"1127","kantoor",2,0,0,0,0,0,0,0,0,0,0
"1128","kantoorbedienden",0,0,0,0,0,0,0,2,0,0,0
"1129","kantoren",0,0,0,0,2,4,14,8,2,42,3
"1130","kapitaal",0,0,0,0,0,5,0,0,4,2,10
"1131","kapitalen",0,0,0,0,7,4,0,0,0,2,2
"1132","kapitalisten",0,0,2,0,17,27,2,2,6,9,3
"1133","kardinalen",0,2,0,0,2,0,15,0,1,2,4
"1134","kartels",0,0,0,0,0,0,0,0,0,2,0
"1135","kas",0,0,0,0,2,0,0,0,0,0,0
"1136","katholieke",0,0,0,0,4,0,2,0,0,2,5
"1137","katholieken",0,0,0,0,0,0,2,0,0,0,0
"1138","katholijken",0,0,0,0,0,2,0,0,0,0,0
"1139","katholyken",0,0,0,0,0,2,0,0,0,0,0
"1140","katoenen",0,0,0,7,0,2,0,0,0,0,0
"1141","keiken",0,0,0,2,0,0,0,0,0,0,0
"1142","kellners",0,0,0,0,0,0,0,0,0,0,2
"1143","ken",0,0,0,0,0,4,0,0,0,0,2
"1144","kerk",0,0,0,0,0,2,0,0,1,0,0
"1145","kerken",0,0,0,0,2,2,3,0,22,15,7
"1146","kerkgenootschappen",0,0,0,0,0,2,0,0,10,0,0
"1147","keuring",0,0,0,0,0,4,0,0,0,0,0
"1148","kiesrechtregelingen",0,0,0,0,0,0,0,0,0,4,0
"1149","klant",0,0,0,0,0,0,0,2,0,0,0
"1150","klavierspelers",0,0,0,0,0,0,0,0,0,2,0
"1151","kliekten",0,6,0,0,0,0,0,0,0,0,0
"1152","klompen",0,0,0,0,0,0,0,0,0,0,2
"1153","kloosterorden",0,0,0,0,0,0,0,0,0,0,9
"1154","koeken",0,0,0,0,0,0,0,0,2,2,0
"1155","koersen",0,0,2,0,48,88,103,38,22,164,21
"1156","koerslijsten",0,0,0,0,0,0,0,0,1,0,0
"1157","koffie",0,0,0,0,0,0,0,0,1,0,0
"1158","koffij",0,0,0,4,0,0,0,0,0,0,0
"1159","kogge",0,0,0,0,0,0,6,3,20,6,0
"1160","kolen",0,0,0,0,0,0,0,2,3,4,0
"1161","kollegiën",0,0,0,0,0,0,3,0,0,0,0
"1162","koloniale",0,0,0,0,2,0,0,0,0,0,0
"1163","kolonie",0,0,0,0,0,2,0,0,0,0,0
"1164","koloniën",0,0,2,0,0,0,0,0,0,4,2
"1165","kolonies",0,0,0,0,0,0,0,0,0,0,12
"1166","kolonisatie",0,0,0,2,0,0,0,2,0,0,0
"1167","komt",0,0,0,0,0,0,0,0,2,0,0
"1168","konden",0,0,0,0,0,0,0,0,1,0,0
"1169","koniek",0,0,0,0,0,0,0,0,0,2,0
"1170","konkurrentie",0,0,0,0,0,0,0,0,2,0,0
"1171","konsuls",0,0,0,0,0,2,0,0,0,0,0
"1172","koop",0,0,0,0,0,0,0,4,1,0,0
"1173","kooper",0,0,0,0,0,0,0,0,0,2,0
"1174","koopers",0,0,0,0,0,24,14,2,13,10,8
"1175","koopgoederen",0,0,0,0,2,0,0,0,0,0,0
"1176","koophandel",0,0,2,0,0,0,0,0,0,0,0
"1177","koopiledea",0,0,0,0,0,0,0,0,1,0,0
"1178","kooplieden",0,2,2,2,51,104,195,417,550,360,208
"1179","kooplui",0,0,0,0,0,0,0,0,15,6,0
"1180","kooplust",0,0,0,0,0,0,0,0,8,4,0
"1181","koopman",0,0,0,0,0,0,0,0,0,0,5
"1182","kooporders",0,0,0,0,0,19,91,10,13,20,5
"1183","koopvaarders",0,0,0,2,0,0,0,0,0,0,0
"1184","koopwaren",0,0,3,0,0,8,4,4,2,0,0
"1185","koren",0,0,0,0,0,0,0,0,1,0,0
"1186","korniek",0,0,0,0,0,0,0,0,0,2,0
"1187","korpsen",0,0,0,0,0,0,0,0,2,0,0
"1188","korrespondentiën",0,0,0,0,2,0,0,0,0,0,0
"1189","kostscholen",0,0,0,0,0,0,0,0,2,0,0
"1190","krachten",0,0,0,0,0,0,0,0,1,2,0
"1191","kranten",0,0,0,0,0,0,0,0,0,0,4
"1192","kredieten",0,0,0,0,0,0,0,0,0,4,0
"1193","kreniek",0,0,0,0,0,0,0,0,0,38,0
"1194","krijg",0,0,2,0,0,0,0,0,0,0,0
"1195","krijgsdienst",0,0,0,0,7,12,4,0,0,0,0
"1196","krijgsmagt",0,0,0,0,11,11,0,0,0,0,0
"1197","krijgsvolk",0,0,0,0,7,12,2,0,0,0,0
"1198","kringen",0,0,0,0,0,0,0,0,0,0,2
"1199","kromek",0,0,0,0,0,0,0,0,0,2,4
"1200","kroneik",0,0,0,0,0,0,0,0,0,5,0
"1201","kronfek",0,0,0,0,0,0,0,0,0,2,0
"1202","kronick",0,0,0,0,0,0,0,0,0,10,0
"1203","kroniek",0,0,0,0,0,0,0,0,1116,6185,1278
"1204","kroniëk",0,0,0,0,0,0,0,0,0,2,0
"1205","krontek",0,0,0,0,0,0,0,0,4,0,0
"1206","kroonprinfen",2,0,0,0,0,0,0,0,0,0,0
"1207","kroonprinsen",4,0,0,0,0,0,0,0,0,0,0
"1208","kruniek",0,0,0,0,0,0,0,0,0,3,0
"1209","kuiperijen",0,0,0,0,2,2,2,0,0,0,0
"1210","kunnen",0,0,0,0,2,2,2,0,1,0,0
"1211","kunst",0,0,0,0,0,0,2,0,6,8,5
"1212","kunstenaars",0,0,2,0,15,75,6,15,18,2,9
"1213","kunstgeleerden",0,0,0,0,0,4,0,0,0,0,0
"1214","kunstreis",0,0,0,0,2,0,0,0,0,0,0
"1215","kunstreizen",0,0,0,0,0,0,0,0,0,0,2
"1216","kunsttentoonstellingen",0,0,0,0,0,0,0,0,0,6,25
"1217","kunstwerken",0,0,0,0,0,0,0,0,2,0,2
"1218","kusten",0,0,0,0,0,0,2,0,0,0,0
"1219","kustvaart",0,0,0,0,2,0,0,0,0,0,0
"1220","kwaliteiten",0,0,0,0,0,2,0,0,0,0,0
"1221","kwam",0,0,0,0,0,0,12,4,4,0,0
"1222","kweekers",0,0,0,2,0,0,0,0,0,0,0
"1223","kwestie",0,0,3,0,2,18,0,0,0,0,0
"1224","kwestien",0,0,0,0,0,13,0,0,0,0,0
"1225","kwestiën",0,0,0,0,0,8,0,0,0,0,0
"1226","kwesties",0,0,0,0,0,0,0,0,0,6,2
"1227","l",0,0,0,0,5,0,0,0,0,0,0
"1228","laarzen",0,0,0,0,0,2,0,0,0,0,0
"1229","lading",0,0,0,0,0,0,0,0,0,0,2
"1230","lager",0,0,0,0,0,0,0,2,3,0,0
"1231","lagere",0,0,0,0,2,0,0,0,0,2,0
"1232","laken",0,0,2,0,0,0,0,0,2,0,0
"1233","landbouwproducten",0,0,0,0,0,0,0,0,2,2,0
"1234","landbouwscheikundigen",0,0,0,0,0,0,0,0,0,12,0
"1235","landscho",0,0,0,0,0,0,2,0,0,0,0
"1236","laten",0,0,0,0,0,0,0,0,0,2,0
"1237","ld",0,0,0,0,0,0,0,0,0,0,2
"1238","le",0,0,0,0,0,2,0,0,0,0,0
"1239","leden",0,3,10,15,69,111,93,63,155,186,109
"1240","leenillg",0,0,0,0,0,0,0,0,1,0,0
"1241","leening",0,0,6,4,7,14,21,14,91,125,71
"1242","leeningen",0,0,15,0,2,45,35,24,73,74,43
"1243","leeningeu",0,0,0,0,0,2,0,0,0,0,0
"1244","leeniug",0,0,0,0,0,0,0,0,1,0,2
"1245","leenlng",0,0,0,0,0,0,0,0,0,0,4
"1246","legatie",0,0,0,0,0,0,0,0,1,0,0
"1247","legatien",0,0,0,0,2,2,0,0,0,0,0
"1248","legatiën",0,0,0,0,0,0,0,2,0,6,0
"1249","legaties",0,0,0,0,0,0,0,0,0,4,3
"1250","legermagt",0,0,0,0,2,0,2,0,0,0,0
"1251","legers",0,0,0,0,6,6,8,0,4,0,0
"1252","leotuur",0,0,0,0,0,0,0,0,0,0,2
"1253","lets",0,0,0,0,0,0,0,0,1,0,0
"1254","letteren",0,0,0,0,0,0,2,2,0,0,0
"1255","letterkunde",0,0,2,0,0,2,0,8,0,2,3
"1256","letterkundigen",0,0,0,0,0,0,0,0,1,0,0
"1257","lettersoorten",0,0,0,0,0,0,0,0,0,0,2
"1258","lettervruchten",0,0,0,0,11,7,0,0,0,0,0
"1259","lettervrughten",0,0,0,0,3,0,0,0,0,0,0
"1260","levensverzekeringsmaatschappijen",0,0,0,0,0,0,0,0,1,0,0
"1261","leveranciers",0,0,0,0,0,0,0,0,6,7,5
"1262","leverde",0,0,0,0,0,141,44,0,0,0,0
"1263","leverden",0,0,0,15,0,0,0,0,0,0,0
"1264","lezers",0,0,0,0,0,0,2,0,1,0,0
"1265","lg",0,0,0,0,0,0,0,0,2,0,0
"1266","li",0,0,0,0,19,0,0,0,0,0,0
"1267","liberale",0,0,0,0,0,3,0,0,0,0,2
"1268","lichamen",0,0,0,0,0,0,0,0,0,2,2
"1269","lid",0,0,0,0,0,2,0,4,0,2,0
"1270","liedertafels",0,0,0,0,0,0,4,0,0,0,0
"1271","liefhebbers",0,0,0,0,0,0,0,0,0,2,0
"1272","liepen",0,0,0,0,0,0,0,0,4,0,0
"1273","lijbingen",0,0,0,0,10,0,0,0,0,0,0
"1274","lijdingen",0,0,0,36,116,0,0,0,0,0,0
"1275","lijdschriften",0,0,2,0,0,0,0,0,0,0,0
"1276","lijnen",0,0,0,0,5,14,0,2,15,10,0
"1277","lijsters",0,0,0,0,0,0,0,0,2,0,0
"1278","lijwaten",2,0,0,0,0,0,0,0,0,0,0
"1279","likenren",0,0,0,0,0,2,0,0,0,0,0
"1280","likeuren",2,0,11,2,130,43,0,0,0,0,0
"1281","liksteenen",0,0,0,0,0,0,0,0,0,0,2
"1282","lilizen",0,0,0,0,0,0,0,0,1,0,0
"1283","linnens",6,0,0,0,0,0,0,0,0,0,0
"1284","liquidatiën",0,0,0,0,0,0,0,0,0,0,2
"1285","literatuur",0,0,0,0,0,0,0,0,1,2,6
"1286","litteratuur",0,0,0,0,0,0,0,0,0,0,3
"1287","lonmouter",0,0,0,0,0,0,0,0,1,0,0
"1288","looimiddelen",0,0,0,0,0,0,0,0,0,2,2
"1289","lord",0,0,0,0,0,0,0,2,0,0,0
"1290","lotcrije",0,0,0,0,0,0,0,0,1,0,0
"1291","loten",0,0,0,0,0,0,2,2,3,10,0
"1292","loterij",0,0,0,0,5,2,7,2,0,4,8
"1293","loterijen",0,14,0,2,30,30,15,39,11,54,13
"1294","loterijleeningen",0,0,0,0,0,4,0,0,0,0,0
"1295","lt",0,0,0,0,6,0,0,0,0,0,0
"1296","lucht",0,0,0,0,0,0,0,0,0,0,2
"1297","luchtvaarders",0,0,0,0,0,0,0,0,0,0,2
"1298","lucifers",0,0,0,0,0,0,0,2,2,0,0
"1299","lusteloos",0,0,0,0,0,0,0,0,1,0,0
"1300","m",0,0,0,0,3,0,2,0,0,2,0
"1301","maar",0,0,0,0,5,0,2,0,1,0,0
"1302","maat",0,0,0,0,0,4,0,0,0,0,0
"1303","maatschappij",0,0,0,0,2,8,9,4,24,14,25
"1304","maatschappijen",0,0,2,2,43,30,59,67,134,188,115
"1305","maatschappyen",0,0,0,0,0,0,0,0,0,3,0
"1306","machines",0,0,0,0,0,0,0,0,0,0,2
"1307","macht",0,0,0,0,0,0,0,2,1,8,2
"1308","magazijnen",0,0,0,0,0,0,0,0,2,0,0
"1309","magt",0,2,0,7,5,2,2,0,0,0,0
"1310","maikten",0,0,0,0,0,0,0,2,0,0,0
"1311","mailbooten",0,0,0,0,0,0,0,0,2,0,0
"1312","mannenzangvereenigingen",0,0,0,0,0,0,7,0,0,0,0
"1313","manoeuvres",0,0,0,0,0,0,0,0,1,0,0
"1314","manufacturen",0,0,0,2,0,0,2,2,0,0,3
"1315","marconikuststations",0,0,0,0,0,0,0,0,0,4,0
"1316","margarine",0,0,0,0,0,0,0,0,3,0,0
"1317","margarinewetten",0,0,0,0,0,0,0,0,2,0,0
"1318","marines",0,0,0,0,0,0,0,0,0,0,3
"1319","mark",0,0,0,0,0,0,0,0,0,2,0
"1320","markt",0,0,0,0,95,93,382,1709,698,124,60
"1321","marktberichten",0,0,0,0,0,0,0,0,2,165,76
"1322","markten",4,2,12,80,130,207,349,399,556,916,330
"1323","markthallen",0,0,0,0,0,0,0,0,0,0,2
"1324","marktprijs",0,0,0,0,0,0,0,0,2,0,0
"1325","marktprijzen",0,0,0,0,2,0,0,0,0,0,0
"1326","maten",0,0,0,0,0,0,0,0,0,2,0
"1327","materialen",0,0,0,0,0,0,0,0,0,2,0
"1328","matig",0,0,0,0,3,0,0,0,0,0,0
"1329","mcli»",0,0,0,0,0,0,0,2,0,0,0
"1330","mede",0,0,4,25,15,2,2,0,0,0,0
"1331","mededingers",0,0,0,5,0,2,0,23,6,19,4
"1332","mededinging",2,4,11,22,10,14,2,51,27,65,24
"1333","medeleden",0,0,0,0,0,0,0,0,2,0,0
"1334","medici",0,0,0,0,0,0,0,0,2,0,0
"1335","meel",0,0,0,0,0,0,0,0,4,2,7
"1336","meelfabrikantenhunne",0,0,0,0,0,0,0,0,1,0,0
"1337","meelfrbrikanten",0,0,0,0,0,0,0,0,1,0,0
"1338","meelofferlen",0,0,0,0,0,0,0,0,1,0,0
"1339","meelofferten",0,0,0,0,0,0,0,0,1,0,0
"1340","meelsoorten",0,0,0,0,0,0,0,0,1,3,0
"1341","meer",0,0,0,0,0,0,2,0,1,0,0
"1342","meerendeels",0,0,0,2,0,0,8,345,634,0,0
"1343","meerondeels",0,0,0,0,0,0,0,0,2,0,0
"1344","meest",0,0,0,0,2,0,15,0,0,0,0
"1345","meestal",0,0,0,0,0,0,3,0,0,0,0
"1346","meesters",0,0,0,2,2,3,2,13,12,3,2
"1347","meiassen",0,0,0,0,0,0,0,2,0,0,0
"1348","meisjes",0,0,0,0,0,0,0,0,2,0,4
"1349","melasse",0,0,0,0,0,0,0,0,1,78,55
"1350","melis",0,0,0,0,0,0,0,20,40,10,0
"1351","melj",0,0,0,0,0,0,0,0,2,0,0
"1352","melk",0,0,0,0,0,0,0,0,0,2,0
"1353","men",0,0,0,0,0,0,0,0,1,0,0
"1354","mengsels",0,0,0,0,0,0,0,0,1,0,0
"1355","meppel",0,0,0,0,0,0,0,0,145,93,0
"1356","merk",0,0,0,0,0,0,0,0,4,2,2
"1357","merken",0,0,0,2,80,33,372,67,13,33,15
"1358","mesting",0,0,0,0,0,0,2,0,0,0,0
"1359","mestingerwten",0,0,0,0,0,0,2,0,0,0,0
"1360","met",0,0,2,14,39,117,125,70,124,12,0
"1361","metende",0,0,0,0,2,0,0,0,0,0,0
"1362","metselaars",0,0,0,0,0,0,0,0,1,0,0
"1363","meubelen",0,0,0,0,0,0,0,0,2,0,0
"1364","meubels",0,0,0,0,0,0,2,0,0,0,0
"1365","mexico",0,0,0,2,0,0,0,0,0,0,0
"1366","middelmatigheid",0,0,0,0,0,0,0,0,1,0,0
"1367","mijen",0,0,0,0,0,0,0,0,0,0,2
"1368","mijnaandeelen",0,0,0,0,0,0,0,0,0,3,0
"1369","mijnacademie",0,0,0,0,0,0,0,0,3,0,0
"1370","mijninrigting",0,0,0,0,0,16,2,0,0,0,0
"1371","mijnwerkers",0,0,0,0,0,0,0,2,1,0,0
"1372","militaire",0,0,0,0,0,4,0,2,20,20,22
"1373","militairen",0,0,0,0,0,0,0,4,0,2,10
"1374","minder",0,0,0,0,0,0,0,0,1,0,0
